134,0
1762,6
237,0
1992,7
1311,5
1860,7
334,1
64,0
351,1
848,3
1850,7
890,3
1421,5
1941,7
550,2
1622,6
904,3
1247,4
104,0
1183,4
389,1
1759,6
1367,5
376,1
392,1
36,0
1770,6
494,1
1552,6
103,0
1009,3
326,1
1988,7
1999,7
1175,4
1652,6
1993,7
1518,5
1963,7
1089,4
1577,6
1389,5
76,0
543,2
1044,4
1501,5
208,0
560,2
1552,6
1005,3
363,1
521,2
769,3
1357,5
724,2
1709,6
455,1
167,0
1862,7
472,1
109,0
970,3
1683,6
1565,6
1382,5
444,1
1139,4
356,1
1249,4
127,0
833,3
355,1
607,2
657,2
29,0
1033,4
187,0
685,2
281,1
1687,6
354,1
294,1
334,1
208,0
1576,6
282,1
716,2
1790,6
13,0
285,1
583,2
1226,4
123,0
1629,6
1211,4
1173,4
519,2
815,3
993,3
736,2
348,1
437,1
775,3
887,3
1778,6
478,1
779,3
1632,6
1643,6
1600,6
376,1
1376,5
212,0
1578,6
1118,4
1927,7
971,3
1120,4
587,2
1944,7
110,0
265,1
996,3
860,3
558,2
771,3
746,2
1424,5
1816,7
122,0
263,1
549,2
216,0
168,0
1942,7
1141,4
1945,7
238,0
178,0
427,1
1592,6
1506,5
268,1
1542,6
404,1
1491,5
450,1
687,2
903,3
1309,5
302,1
748,2
1285,5
1547,6
426,1
706,2
519,2
1397,5
1465,5
1775,6
1377,5
784,3
372,1
1493,5
607,2
98,0
521,2
816,3
1490,5
923,3
1300,5
1221,4
161,0
1026,4
767,2
1239,4
550,2
1155,4
284,1
44,0
389,1
1480,5
516,2
90,0
503,1
1200,4
1236,4
187,0
1878,7
860,3
1593,6
957,3
1415,5
728,2
196,0
108,0
1834,7
365,1
1244,4
1028,4
1512,5
1497,5
947,3
460,1
213,0
581,2
999,3
1068,4
1005,3
633,2
554,2
1198,4
1597,6
2019,7
1010,3
1511,5
883,3
839,3
1653,6
387,1
123,0
1886,7
92,0
1639,6
648,2
380,1
319,1
1713,6
868,3
1380,5
1747,6
905,3
1521,5
1925,7
1208,4
1305,5
501,1
1431,5
296,1
1940,7
1701,6
30,0
1638,6
812,3
60,0
137,0
1681,6
1004,3
1464,5
1711,6
1430,5
1992,7
294,1
1584,6
849,3
1262,4
1602,6
1981,7
1661,6
38,0
231,0
1161,4
2008,7
840,3
1748,6
567,2
1044,4
1578,6
1620,6
1084,4
596,2
266,1
1518,5
1120,4
1197,4
1619,6
2013,7
1797,7
2005,7
716,2
1810,7
300,1
1879,7
1689,6
669,2
1452,5
1001,3
1814,7
2035,7
1221,4
519,2
382,1
1029,4
1364,5
2015,7
106,0
1862,7
273,1
673,2
668,2
185,0
1509,5
1171,4
41,0
197,0
1273,4
1758,6
1015,3
1303,5
1376,5
1003,3
676,2
994,3
823,3
278,1
1370,5
1531,5
1501,5
247,0
1689,6
1210,4
1911,7
505,1
266,1
581,2
1540,6
1992,7
1131,4
208,0
665,2
327,1
790,3
1955,7
1471,5
2045,7
856,3
780,3
203,0
380,1
644,2
1842,7
758,2
1822,7
1275,4
1177,4
1617,6
1163,4
1459,5
114,0
1047,4
436,1
346,1
541,2
452,1
422,1
1329,5
805,3
54,0
1088,4
1995,7
1744,6
1154,4
1561,6
576,2
650,2
1672,6
1796,7
769,3
266,1
1066,4
1359,5
115,0
1683,6
264,1
