134,0
1762,7
237,0
1992,7
1311,7
1860,7
334,0
64,0
351,0
848,2
1850,7
890,2
1421,7
1941,7
550,1
1622,7
904,3
1247,7
104,0
1183,7
389,0
1759,7
1367,7
376,0
392,0
36,0
1770,7
494,0
1552,7
103,0
1009,6
326,0
1988,7
1999,7
1175,7
1652,7
1993,7
1518,7
1963,7
1089,7
1577,7
1389,7
76,0
543,1
1044,7
1501,7
208,0
560,1
1552,7
1005,6
363,0
521,1
769,2
1357,7
724,1
1709,7
455,0
167,0
1862,7
472,0
109,0
970,4
1683,7
1565,7
1382,7
444,0
1139,7
356,0
1249,7
127,0
833,2
355,0
607,1
657,1
29,0
1033,7
187,0
685,1
281,0
1687,7
354,0
294,0
334,0
208,0
1576,7
282,0
716,1
1790,7
13,0
285,0
583,1
1226,7
123,0
1629,7
1211,7
1173,7
519,1
815,2
993,5
736,1
348,0
437,0
775,2
887,2
1778,7
478,0
779,2
1632,7
1643,7
1600,7
376,0
1376,7
212,0
1578,7
1118,7
1927,7
971,4
1120,7
587,1
1944,7
110,0
265,0
996,5
860,2
558,1
771,2
746,1
1424,7
1816,7
122,0
263,0
549,1
216,0
168,0
1942,7
1141,7
1945,7
238,0
178,0
427,0
1592,7
1506,7
268,0
1542,7
404,0
1491,7
450,0
687,1
903,3
1309,7
302,0
748,1
1285,7
1547,7
426,0
706,1
519,1
1397,7
1465,7
1775,7
1377,7
784,2
372,0
1493,7
607,1
98,0
521,1
816,2
1490,7
923,3
1300,7
1221,7
161,0
1026,7
767,2
1239,7
550,1
1155,7
284,0
44,0
389,0
1480,7
516,1
90,0
503,0
1200,7
1236,7
187,0
1878,7
860,2
1593,7
957,4
1415,7
728,1
196,0
108,0
1834,7
365,0
1244,7
1028,7
1512,7
1497,7
947,3
460,0
213,0
581,1
999,5
1068,7
1005,6
633,1
554,1
1198,7
1597,7
2019,7
1010,7
1511,7
883,2
839,2
1653,7
387,0
123,0
1886,7
92,0
1639,7
648,1
380,0
319,0
1713,7
868,2
1380,7
1747,7
905,3
1521,7
1925,7
1208,7
1305,7
501,0
1431,7
296,0
1940,7
1701,7
30,0
1638,7
812,2
60,0
137,0
1681,7
1004,6
1464,7
1711,7
1430,7
1992,7
294,0
1584,7
849,2
1262,7
1602,7
1981,7
1661,7
38,0
231,0
1161,7
2008,7
840,2
1748,7
567,1
1044,7
1578,7
1620,7
1084,7
596,1
266,0
1518,7
1120,7
1197,7
1619,7
2013,7
1797,7
2005,7
716,1
1810,7
300,0
1879,7
1689,7
669,1
1452,7
1001,5
1814,7
2035,7
1221,7
519,1
382,0
1029,7
1364,7
2015,7
106,0
1862,7
273,0
673,1
668,1
185,0
1509,7
1171,7
41,0
197,0
1273,7
1758,7
1015,7
1303,7
1376,7
1003,6
676,1
994,5
823,2
278,0
1370,7
1531,7
1501,7
247,0
1689,7
1210,7
1911,7
505,0
266,0
581,1
1540,7
1992,7
1131,7
208,0
665,1
327,0
790,2
1955,7
1471,7
2045,7
856,2
780,2
203,0
380,0
644,1
1842,7
758,1
1822,7
1275,7
1177,7
1617,7
1163,7
1459,7
114,0
1047,7
436,0
346,0
541,1
452,0
422,0
1329,7
805,2
54,0
1088,7
1995,7
1744,7
1154,7
1561,7
576,1
650,1
1672,7
1796,7
769,2
266,0
1066,7
1359,7
115,0
1683,7
264,0
439,0
120,0
1474,7
471,0
1519,7
904,3
401,0
6,0
1568,7
1430,7
645,1
1531,7
1077,7
1242,7
736,1
1650,7
676,1
1731,7
1913,7
388,0
893,2
1458,7
289,0
157,0
1998,7
1730,7
1262,7
1843,7
777,2
1468,7
122,0
329,0
1503,7
1680,7
508,0
465,0
1050,7
1763,7
895,3
702,1
356,0
23,0
965,4
1563,7
330,0
486,0
1836,7
958,4
2018,7
2035,7
1754,7
300,0
326,0
233,0
1175,7
528,1
1950,7
1181,7
1615,7
1566,7
230,0
1861,7
1221,7
1655,7
1921,7
828,2
1537,7
1988,7
681,1
2029,7
1348,7
2001,7
1587,7
1125,7
1945,7
1319,7
931,3
1439,7
1534,7
1329,7
349,0
1302,7
985,4
428,0
2017,7
564,1
731,1
183,0
50,0
555,1
944,3
908,3
590,1
1109,7
1456,7
1768,7
1583,7
1701,7
1703,7
1413,7
1563,7
1244,7
1798,7
95,0
1326,7
1784,7
1580,7
629,1
441,0
1832,7
1610,7
1415,7
1996,7
1460,7
1851,7
945,3
1388,7
428,0
989,5
1600,7
1831,7
2001,7
1536,7
1244,7
375,0
1544,7
409,0
288,0
255,0
223,0
226,0
525,1
504,0
486,0
79,0
41,0
1350,7
363,0
659,1
1794,7
104,0
1008,6
713,1
687,1
1054,7
981,4
1187,7
51,0
1246,7
546,1
207,0
1603,7
1881,7
1517,7
1567,7
126,0
776,2
192,0
1729,7
606,1
1138,7
1939,7
964,4
71,0
239,0
820,2
75,0
1184,7
1563,7
174,0
343,0
1220,7
1931,7
551,1
1718,7
1373,7
1628,7
689,1
1429,7
70,0
1833,7
1043,7
1384,7
1617,7
1094,7
1035,7
1116,7
1602,7
954,3
1940,7
272,0
1843,7
592,1
1460,7
1155,7
2021,7
1789,7
209,0
12,0
1533,7
1123,7
1333,7
240,0
2042,7
161,0
1324,7
1172,7
674,1
1674,7
1891,7
1654,7
1774,7
1627,7
662,1
808,2
10,0
1904,7
534,1
507,0
428,0
2043,7
456,0
468,0
1552,7
914,3
1328,7
1142,7
48,0
1416,7
1185,7
1742,7
587,1
69,0
1328,7
1101,7
642,1
1902,7
1024,7
1774,7
1910,7
1930,7
923,3
1427,7
1263,7
701,1
597,1
1684,7
1326,7
1985,7
908,3
1205,7
1606,7
1422,7
569,1
390,0
986,4
1085,7
678,1
285,0
1245,7
392,0
590,1
53,0
639,1
1474,7
181,0
1874,7
293,0
1183,7
443,0
792,2
1615,7
1021,7
591,1
1053,7
1696,7
507,0
634,1
1665,7
1452,7
744,1
1197,7
1081,7
1521,7
1838,7
211,0
903,3
637,1
325,0
785,2
1564,7
1243,7
931,3
318,0
1170,7
395,0
1813,7
2042,7
1370,7
753,1
615,1
2042,7
1526,7
1714,7
1318,7
1647,7
302,0
959,4
66,0
1953,7
1356,7
1975,7
193,0
430,0
433,0
311,0
563,1
1538,7
1002,5
380,0
117,0
897,3
325,0
808,2
596,1
129,0
802,2
1384,7
272,0
897,3
445,0
642,1
807,2
850,2
695,1
1734,7
972,4
917,3
1740,7
318,0
865,2
205,0
1060,7
473,0
178,0
2029,7
320,0
415,0
1584,7
35,0
1838,7
132,0
585,1
713,1
145,0
417,0
1546,7
1223,7
1621,7
562,1
391,0
1616,7
588,1
348,0
525,1
453,0
924,3
1762,7
795,2
185,0
233,0
1307,7
2031,7
1621,7
72,0
1793,7
272,0
287,0
1417,7
1532,7
1684,7
757,1
1030,7
1021,7
1492,7
1329,7
554,1
1495,7
1867,7
79,0
522,1
1843,7
1960,7
538,1
984,4
1335,7
1462,7
815,2
1208,7
1827,7
1414,7
1250,7
1637,7
1068,7
105,0
732,1
587,1
1177,7
128,0
135,0
1323,7
193,0
1618,7
272,0
1813,7
925,3
1699,7
553,1
1641,7
2014,7
1749,7
1242,7
982,4
1526,7
1639,7
1402,7
178,0
1878,7
1231,7
956,3
178,0
1790,7
939,3
1493,7
1041,7
502,0
1625,7
1600,7
1874,7
660,1
345,0
548,1
585,1
83,0
1404,7
1873,7
183,0
763,1
1181,7
1019,7
984,4
798,2
1986,7
1949,7
1348,7
862,2
215,0
1058,7
302,0
1492,7
1210,7
89,0
1930,7
1743,7
1331,7
206,0
434,0
638,1
1393,7
651,1
1117,7
1414,7
1798,7
996,5
1031,7
346,0
236,0
591,1
1214,7
1055,7
1509,7
383,0
1333,7
298,0
937,3
1846,7
21,0
689,1
147,0
266,0
1571,7
1786,7
559,1
1316,7
1876,7
878,2
948,3
1323,7
256,0
1559,7
178,0
743,1
898,3
685,1
1383,7
215,0
528,1
787,2
990,5
1486,7
1077,7
1044,7
701,1
456,0
372,0
1678,7
190,0
919,3
1157,7
686,1
1563,7
677,1
1390,7
1679,7
986,4
1506,7
1795,7
958,4
1940,7
290,0
1707,7
1848,7
399,0
1165,7
819,2
1550,7
567,1
1633,7
532,1
1444,7
922,3
1583,7
292,0
379,0
871,2
474,0
1472,7
418,0
503,0
2046,7
398,0
1182,7
826,2
275,0
117,0
1322,7
1797,7
108,0
803,2
68,0
1771,7
113,0
1370,7
591,1
266,0
444,0
1919,7
636,1
105,0
874,2
1871,7
619,1
1297,7
994,5
1102,7
1309,7
9,0
1115,7
383,0
858,2
301,0
1766,7
1827,7
1385,7
1892,7
1618,7
1191,7
390,0
1585,7
294,0
1184,7
1202,7
1635,7
1299,7
688,1
1936,7
731,1
1703,7
1364,7
948,3
1419,7
403,0
1030,7
1619,7
1152,7
216,0
1271,7
1150,7
652,1
836,2
1105,7
542,1
830,2
2039,7
637,1
162,0
1564,7
114,0
1538,7
978,4
446,0
365,0
391,0
894,3
1053,7
493,0
1614,7
1734,7
653,1
104,0
1983,7
614,1
299,0
100,0
1293,7
1571,7
1810,7
2041,7
676,1
1643,7
641,1
918,3
1557,7
1685,7
1582,7
2041,7
1106,7
1436,7
1874,7
1474,7
911,3
771,2
653,1
11,0
1990,7
885,2
1170,7
1926,7
720,1
1321,7
678,1
1522,7
1843,7
591,1
1590,7
643,1
1861,7
1234,7
1667,7
1678,7
223,0
402,0
767,2
776,2
234,0
634,1
331,0
711,1
286,0
1664,7
458,0
776,2
1513,7
1061,7
1693,7
938,3
497,0
1865,7
372,0
690,1
215,0
1326,7
1476,7
771,2
711,1
580,1
1629,7
1250,7
1825,7
985,4
1729,7
1979,7
1269,7
1294,7
651,1
1978,7
1326,7
369,0
1868,7
1855,7
868,2
343,0
1911,7
943,3
1980,7
947,3
1972,7
1858,7
1537,7
1827,7
655,1
1356,7
1027,7
89,0
449,0
1303,7
888,2
1609,7
1906,7
2035,7
553,1
1412,7
1423,7
492,0
1468,7
766,1
1269,7
491,0
1927,7
978,4
630,1
1334,7
2028,7
804,2
997,5
1021,7
73,0
223,0
1017,7
145,0
1560,7
1082,7
175,0
225,0
506,0
782,2
1237,7
601,1
364,0
930,3
720,1
728,1
632,1
325,0
1062,7
1610,7
1363,7
1298,7
1850,7
1958,7
220,0
897,3
702,1
1385,7
1036,7
1262,7
1173,7
1342,7
2024,7
750,1
159,0
134,0
835,2
1631,7
638,1
869,2
874,2
612,1
1208,7
660,1
821,2
1763,7
1720,7
152,0
1088,7
517,1
727,1
554,1
1252,7
803,2
1387,7
630,1
96,0
703,1
1511,7
879,2
1505,7
730,1
866,2
1023,7
1671,7
130,0
1663,7
1465,7
570,1
916,3
872,2
1512,7
1801,7
1017,7
1988,7
550,1
1810,7
1027,7
438,0
1871,7
1359,7
1655,7
1708,7
642,1
616,1
959,4
648,1
1815,7
1933,7
1272,7
425,0
428,0
1690,7
1337,7
737,1
56,0
1073,7
243,0
190,0
218,0
549,1
411,0
1150,7
1345,7
1686,7
1984,7
22,0
1781,7
1582,7
110,0
1,0
351,0
1675,7
873,2
271,0
345,0
101,0
1727,7
615,1
1834,7
41,0
412,0
2000,7
1856,7
1717,7
919,3
1221,7
1923,7
906,3
1947,7
1391,7
804,2
1372,7
392,0
1875,7
1222,7
1502,7
982,4
178,0
1883,7
490,0
1818,7
736,1
166,0
1913,7
22,0
357,0
1338,7
1973,7
472,0
1431,7
1255,7
1097,7
234,0
1119,7
2045,7
1089,7
467,0
